file_name,detection_time,detection_prob,class_0,prob_0
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
50689630516bcb8d0a00006f.wav,3.77,0.961,bat,0.961
